Case #1: 1000
17 18 105254
25 15 43285
14 2 202572
22 14 55114
9 20 153544
20 16 412203
1 16 375242
16 22 313403
20 26 196196
6 1 263003
22 8 15231
28 24 161531
21 3 228894
23 15 151435
27 20 213315
24 22 116368
10 13 297213
21 19 121835
17 13 195258
23 1 177750
4 21 63034
13 9 204764
12 6 304638
17 22 13558
20 5 234578
8 24 131599
Case #204: 198
23 19 142312
13 6 193135
7 24 130789
2 15 81637
2 5 155911
20 11 189355
11 3 89275
1 18 162803
7 8 362619
17 6 231043
16 18 146468
3 18 163344
16 3 25560
19 4 112008
17 20 145251
7 5 86384
14 22 216107
18 11 74069
6 12 134901
10 21 249691
2 21 125702
4 5 186360
15 23 202674
4 15 164020
24 10 210206
7 2 69527
5 12 126315
5 15 129930
13 24 135224
8 14 205004
11 23 188631
4 21 177612
3 9 158067
5 18 102102
20 24 261793
1 10 275229
3 19 135594
3 10 161165
8 18 346901
3 6 219624
15 14 210273
12 19 144601
21 14 127661
7 11 58351
16 6 202748
4 24 138127
8 4 155053
22 20 211671
5 3 61242
20 18 172677
2 1 216612
1 22 201797
3 4 247602
7 16 130750
3 20 142516
1 14 264028
13 10 126137
16 2 200277
9 23 313489
12 14 156874
7 4 207566
13 5 34753
16 8 373260
21 8 332665
5 19 74352
4 16 230726
9 6 255207
24 17 173132
14 19 62057
19 10 184087
2 23 228655
11 17 100694
23 3 277906
5 16 86802
16 1 199623
11 2 127878
10 9 188209
6 1 242055
5 1 233469
22 18 38994
22 17 213714
22 11 113063
21 23 207916
2 22 92803
1 23 300337
17 16 28295
16 19 118718
22 9 191475
12 8 361878
6 23 58282
13 9 62072
17 8 401555
24 1 248223
22 10 250831
5 17 115097
19 17 147013
4 14 49951
11 1 205436
6 20 251929
5 23 216664
1 20 224182
1 13 268222
12 13 161068
18 14 182445
21 22 110887
11 8 313380
4 9 283185
4 13 221113
22 19 159382
7 22 54712
7 1 147085
13 21 174709
16 22 185462
2 6 244359
10 16 135605
9 21 224374
9 19 171177
23 7 190564
22 4 230842
1 8 282321
24 23 168431
2 18 53809
21 18 71893
15 17 202548
9 18 152481
9 24 197296
16 15 174296
6 8 226977
6 5 158382
7 18 15718
11 24 72438
13 19 109105
13 23 251417
10 15 239665
3 15 191172
9 8 313777
22 5 141096
21 20 213134
9 16 183627
3 13 95995
19 18 120388
13 17 149850
2 13 177025
22 6 194134
7 12 39931
19 15 148216
9 20 204092
4 12 206825
20 12 117028
5 8 286458
8 3 347700
18 12 55649
18 4 191848
10 14 246144
23 12 193183
21 11 111923
6 14 21973
1 17 227918
13 8 251705
12 9 208130
7 14 166727
14 11 108376
19 8 267061
6 15 218378
22 23 135852
22 12 94643
16 14 180775
8 15 319073
19 11 46319
13 15 164683
24 16 144837
10 23 326399
10 8 377842
20 15 200505
14 3 197651
11 15 101897
7 15 43546
18 24 146507
6 4 71924
15 18 27828
12 16 170681
17 9 211922
23 8 285259
3 22 202338
10 20 252561
18 13 136855
12 10 220915
23 20 310211
15 12 83477
23 4 130206
16 23 261030
11 13 62786
16 21 131122
10 4 235690
7 19 104670
14 13 171162
5 20 176773
1 21 203260
Case #205: 427
16 4 92497
8 42 235846
33 40 66176
31 14 116439
3 7 171219
9 44 252163
36 21 52334
37 32 74412
34 25 96105
19 11 87717
43 23 143904
2 31 181116
40 5 97162
2 23 115128
5 1 149359
34 2 187771
42 22 175266
11 20 179076
33 20 167063
36 30 142846
16 11 80050
44 28 206258
7 33 195493
34 22 94303
44 22 133162
27 37 84902
41 40 180572
33 13 182176
9 12 318138
18 11 96818
18 17 134480
19 10 222214
8 2 262205
21 31 122713
40 38 4072
2 41 203013
22 1 125616
4 7 187205
3 14 179629
25 44 131360
42 12 291380
41 24 237677
14 7 159237
7 31 222301
26 25 58577
39 18 71563
40 27 181719
10 38 201305
14 42 254915
8 34 186459
7 25 185479
3 17 183825
19 18 91275
2 20 123268
42 13 315631
37 12 261830
25 29 27078
4 19 102874
23 24 170624
22 17 83845
33 17 134362
20 12 126259
4 23 68880
20 27 157578
4 26 119009
9 42 319530
39 6 168234
36 33 23343
18 1 172647
6 18 164028
7 2 249022
8 15 232131
30 32 151231
25 36 45377
9 28 45905
41 39 175887
7 44 159652
16 2 138745
27 15 197380
37 35 248824
7 21 192436
19 30 139911
38 21 28490
27 7 21221
34 35 201450
43 26 194033
22 21 5155
29 24 144493
43 40 152917
25 13 142167
19 2 145518
14 5 103819
1 42 243122
1 20 254905
30 5 175238
27 44 180873
7 41 228221
6 44 234659
20 6 131783
32 29 80840
29 42 146386
27 34 173722
20 14 202383
27 5 84557
5 29 52623
39 44 175905
4 21 67389
44 11 179345
15 23 85054
7 10 111240
17 21 78690
23 13 150615
3 23 106626
32 2 131731
5 2 186381
26 31 174333
10 24 223128
36 27 150929
19 22 40640
21 3 105135
43 3 233634
10 34 112730
4 28 39729
37 29 138482
40 24 179637
12 3 270250
28 1 193447
7 22 187281
31 35 257655
43 12 249950
5 19 122143
2 14 173117
25 37 111404
42 33 222179
35 21 230439
30 8 201798
44 38 152893
35 26 202658
35 28 237581
43 9 248067
27 42 283566
21 25 6957
15 39 99912
41 12 225543
17 1 127427
21 12 179029
42 15 250070
19 8 187657
17 35 220300
28 32 63169
12 25 172072
3 30 195647
26 1 182391
4 17 142274
33 35 206140
32 23 62210
11 10 227757
4 5 140133
25 24 162176
9 27 251618
10 1 131811
38 43 156989
5 10 201895
29 41 169182
34 13 223258
14 12 196190
9 19 188508
6 29 142273
44 8 122141
32 26 112339
41 25 163111
26 38 80110
20 28 198498
38 2 128213
18 13 123503
43 8 118045
14 16 113516
4 32 23440
33 38 70248
1 6 239009
27 14 174390
23 11 39537
23 17 94095
15 17 158649
29 22 28880
4 14 141883
39 3 120908
28 38 121694
16 8 136394
21 40 24418
20 10 247597
14 30 178512
15 3 174784
5 25 79701
5 6 194896
26 24 217149
2 43 222048
9 17 227908
20 30 199443
38 8 180662
42 32 227226
21 44 138317
3 16 130243
41 19 205553
1 41 160160
13 31 173725
18 44 180193
6 43 230563
27 11 212243
10 37 217363
24 5 91870
32 39 61846
33 4 38398
28 34 196266
17 5 108015
35 39 236258
37 3 65096
9 37 166716
43 37 213405
21 37 118361
30 37 208873
14 9 227517
30 15 168938
18 2 155513
14 44 87164
23 12 180520
42 3 271642
23 19 48180
28 8 259290
31 34 131093
16 21 39022
30 40 114930
22 24 160374
6 15 178312
10 39 198037
29 23 35526
24 3 260354
27 39 204390
20 17 198187
23 7 193927
28 22 101963
42 35 343616
11 1 125644
34 38 99990
36 31 74858
42 41 283245
16 26 90642
33 18 97548
30 35 228480
16 36 77442
37 13 139254
11 3 146163
16 43 160848
27 25 164258
38 5 101234
6 22 113393
2 10 254900
15 35 212478
43 5 157579
42 24 198504
19 12 214514
42 18 222297
4 24 147076
10 17 131580
11 24 163826
26 39 152936
11 17 115736
21 14 74494
23 26 67025
39 21 101316
25 33 48715
10 16 205164
10 41 116981
30 16 65404
39 19 136801
35 25 223482
1 24 241229
20 25 131091
2 42 280144
13 11 190152
21 29 34035
43 32 138993
35 12 165172
41 23 171559
13 28 180503
19 26 97415
30 42 115136
39 37 119488
4 11 83519
25 23 8448
28 19 142603
10 21 186729
43 18 184289
19 6 154033
32 1 147048
5 26 138278
40 29 44539
4 25 60432
35 22 225284
14 36 126828
14 8 201113
23 39 102807
10 12 294266
44 13 190657
15 28 101235
28 26 158738
14 26 125014
36 42 218841
29 4 87510
1 29 96736
13 10 230877
43 11 183441
27 24 176427
7 38 207012
40 16 49526
11 25 47985
14 33 130166
16 13 174232
41 26 221688
35 23 231930
11 22 49787
41 34 141079
44 42 206484
39 31 21397
20 16 163156
12 18 220905
30 29 124547
17 28 182003
13 29 169245
42 17 259111
32 6 140246
29 16 59143
38 11 34596
28 12 272233
38 14 85336
15 5 156307
26 42 232041
43 36 147378
15 19 115444
21 8 152172
2 24 255367
43 42 210580
25 16 32065
12 40 189533
8 6 270720
37 16 143469
30 10 139760
42 39 186573
37 31 140885
25 39 94359
4 6 116806
39 28 91157
38 35 245015
21 41 170068
10 40 197233
12 38 193605
4 20 158769
40 8 176590
40 32 71223
24 32 123636
12 4 232504
17 27 176262
1 35 220531
17 14 4196
8 22 157327
34 44 72510
18 16 80898
13 1 265981
41 13 237781
5 35 257543
15 31 116567
43 33 170721
25 43 135456
24 12 184241
41 35 60371
28 40 117622
9 16 178131
12 32 225834
5 39 174060
8 12 330020
6 30 212664
8 39 253488
42 5 199009
9 38 167599
17 13 204408
31 42 207970
37 23 119852
1 23 132262
8 17 205309
34 43 68414
6 33 155204
38 30 119002
37 6 151414
22 2 104878
39 17 90846
31 44 154508
13 12 213763
37 2 142899
39 24 185482
22 37 113206
32 41 114041
26 2 48103
40 15 94067
23 22 10250
7 35 288592
17 16 117712
11 41 174120
23 16 40513
4 39 51428
37 42 284868
26 29 85655
31 33 81119
43 44 4096
30 33 146184
15 10 208115
14 28 181612
25 6 115195
20 23 139539
26 34 139668
36 15 46451
10 29 206850
12 1 241730
8 1 205540
7 36 172150
11 6 161440
9 23 154514
20 40 148552
Case #206: 47
4 10 385550
1 4 245887
3 11 124645
3 9 208438
11 5 269301
7 11 309279
5 15 316912
15 11 75121
9 4 184938
13 7 423684
2 9 235538
2 10 379806
15 14 61366
2 14 156156
4 14 161900
8 5 342562
1 14 83987
9 15 309182
11 2 169911
10 3 362050
5 6 424403
12 9 260539
5 14 255546
13 11 373289
4 8 139459
8 11 216092
6 14 168857
3 13 286050
1 15 145353
12 14 20092
1 9 163829
2 1 232774
10 8 425987
13 6 269507
3 15 199766
7 1 407021
5 4 417446
6 7 168091
6 8 132502
5 3 393946
6 10 392507
9 7 346072
14 7 323034
4 3 23500
8 7 300593
5 2 411702
10 12 243742
Case #207: 246
11 7 100084
40 31 136183
30 16 182174
3 18 210949
25 4 137593
18 2 186678
1 39 195146
17 31 317890
19 12 324105
26 42 266036
20 39 132258
39 16 249202
31 12 120848
42 28 315724
6 27 132351
40 14 133796
29 1 183295
14 2 373885
12 30 164698
29 19 235383
30 18 184097
24 18 205328
31 29 199333
13 17 203939
36 26 119891
5 10 262482
38 18 80457
14 35 384223
27 11 119837
42 8 272267
24 31 216180
32 42 288670
3 42 287893
41 7 121596
23 19 220105
38 39 212029
9 41 38526
19 14 295058
38 12 133022
6 35 317297
30 41 58139
24 42 313789
28 3 78921
17 39 255151
9 37 140891
28 13 123609
23 1 261533
15 12 140349
24 33 150549
24 35 230093
2 29 344759
15 33 156767
31 14 216904
15 2 299022
8 15 113149
4 33 136095
40 16 164673
22 10 212875
42 10 335513
4 31 120716
14 17 319729
28 38 157842
25 39 133786
11 1 198277
26 11 70934
4 12 162844
22 28 102245
6 11 86338
33 27 54739
26 32 118600
17 1 307154
38 27 116696
35 36 240208
6 13 121251
15 31 196202
35 32 312993
36 32 91421
32 9 64679
42 4 330264
23 24 200064
25 16 209704
40 42 241928
8 33 91656
21 36 103971
25 9 47144
36 9 65970
36 38 152129
17 20 180038
34 22 215737
10 28 162339
40 1 183377
39 36 152612
9 27 102824
23 26 191927
32 41 103204
1 24 194307
25 1 189180
24 29 135588
14 41 174434
27 26 117426
25 6 22181
32 15 121744
18 35 347850
26 14 157904
10 36 156626
26 37 86970
38 1 78134
13 29 185897
18 19 291440
25 26 101065
3 29 141209
37 27 194735
17 16 258676
14 23 273915
30 8 47840
41 15 131862
25 37 188035
14 8 164135
31 2 224146
34 37 237909
28 33 95885
23 28 151952
33 21 139394
29 34 212257
21 37 262396
35 34 259655
6 32 39716
38 3 156690
4 34 124530
25 17 230964
27 41 134905
42 9 244041
18 41 170816
5 11 149611
18 1 158591
39 34 202431
19 27 255529
18 7 234193
29 6 164068
4 10 220333
31 18 75271
14 13 227077
39 41 125167
1 36 115294
16 24 193227
19 32 223828
21 32 195392
18 32 229162
35 33 307291
32 8 92905
20 9 52670
30 19 178763
38 4 198052
38 22 195829
33 38 61957
6 1 211361
25 29 141887
24 10 217003
11 13 108167
29 38 220130
8 2 315836
19 6 228474
13 12 236238
13 8 119380
13 27 154750
5 24 198954
19 20 211819
27 8 131050
37 35 339283
22 31 202813
41 10 168428
37 13 232045
11 18 220724
27 12 81488
4 20 143119
8 12 136730
7 15 58304
19 3 203001
4 5 212576
31 42 325036
24 15 87169
7 23 221077
36 2 314352
28 25 79599
30 14 155523
37 42 333387
24 9 87119
5 16 282389
15 22 58384
40 11 19126
31 23 195026
7 26 97720
35 12 171064
1 4 200066
24 37 213555
23 39 224648
6 37 210216
12 24 110910
18 14 276774
36 20 44564
6 10 159981
17 22 210359
21 6 200038
16 23 300566
35 3 235714
26 6 123246
4 8 118675
9 3 43852
25 42 291185
12 20 145359
17 6 253145
21 34 189357
21 15 195934
34 3 168217
33 12 136227
29 37 103361
13 42 297207
38 42 304449
22 12 81990
21 17 295831
32 30 45065
40 33 65543
11 19 176162
26 39 32721
19 15 252486
39 9 86642
7 32 147750
26 18 232057
35 41 286839
26 41 92446
15 42 226620
32 4 155128
20 25 99814
33 5 196028
9 8 28226
17 3 139969
33 25 71346
39 13 177796
33 29 158173
25 15 104209
31 11 151083
19 37 300040
11 3 60865
11 34 150063
19 5 291747
29 9 133971
Case #208: 8
6 2 125000
2 1 300575
7 5 372800
7 2 273266
2 5 99534
2 4 36438
3 4 464456
7 1 27309
Case #209: Impossible
Case #210: 30
15 2 294785
2 8 18475
4 2 716837
16 5 268425
16 13 283629
10 14 98316
13 5 15204
13 8 39621
5 10 222297
2 3 126462
1 12 565964
7 8 262869
11 9 569950
6 15 87219
7 16 477236
2 12 327475
1 13 489039
16 14 144444
16 15 124558
4 8 698362
2 7 244394
11 12 338343
2 5 42892
3 15 210609
1 3 540577
4 10 520349
3 11 485072
3 13 68366
12 10 314426
8 1 449418
Case #211: 9
11 6 992155
9 8 912021
14 13 201402
16 10 83318
15 9 547764
15 2 846767
11 5 977358
16 5 348021
14 5 176415
Case #212: 13
2 8 648917
1 11 113654
12 5 252772
4 5 465875
11 8 889417
9 8 426668
8 1 775763
11 12 846729
1 5 707611
9 1 788313
5 7 953486
6 7 637442
5 9 962164
Case #213: Impossible
Case #214: 22
12 2 484722
11 3 73236
5 12 96905
8 2 824471
8 4 570755
11 7 209065
5 1 617344
7 5 136520
10 8 409709
8 7 576912
7 2 251297
9 3 228790
7 4 413632
11 2 415866
2 9 571420
10 12 221294
11 9 155554
5 3 691
11 6 427506
6 8 525003
6 2 843372
3 12 96214
Case #215: 50
35 12 665431
22 37 77036
48 16 254229
30 25 675818
37 3 663740
19 42 770087
30 43 791329
42 17 923639
14 10 719379
20 38 528192
50 11 745249
49 16 943941
45 38 599940
50 25 948844
40 21 935488
36 13 613831
33 36 736496
29 30 575038
39 6 333109
33 34 977479
2 23 846255
27 49 967262
25 48 775968
22 18 374805
31 4 823559
29 43 526616
29 5 765611
31 2 914111
3 19 145551
28 35 947691
24 48 837829
46 31 462843
20 37 279779
32 24 624983
10 7 956554
6 46 420043
41 43 675489
23 26 614899
9 36 494526
42 13 636870
25 46 762105
45 28 728821
45 36 658208
33 30 451102
29 45 955207
29 27 702328
34 37 789341
9 2 751087
16 43 16108
11 17 460427
Case #216: Impossible
Case #217: 73
15 8 765052
3 41 568289
27 31 248909
10 31 609309
27 35 496501
34 32 97350
42 38 404697
15 39 866511
20 16 554541
41 25 536053
34 18 755591
42 39 569125
46 25 859961
43 23 297865
37 15 385058
13 47 743210
29 2 555248
8 29 227175
29 15 781978
31 9 470082
21 34 192234
4 46 958714
21 46 907855
12 34 202867
42 25 576966
36 18 429752
21 2 448194
35 8 3466
44 18 481481
23 13 716469
26 27 295022
8 16 273861
4 27 290417
18 26 678023
40 39 853612
7 37 879065
31 7 974077
35 14 86216
22 9 823081
10 18 733041
26 15 700879
33 41 414673
17 8 647757
39 8 297788
16 9 759404
39 29 352577
10 7 727241
14 8 82750
34 29 356036
5 2 301407
34 36 338110
12 31 521421
38 2 552921
29 14 144425
12 25 549238
33 40 756819
19 20 492253
38 18 271948
4 23 458147
42 19 188245
40 20 690579
47 4 369220
43 29 398482
21 40 724062
8 7 595905
5 1 178652
2 20 414711
5 47 459552
29 31 625030
18 23 667354
19 36 165264
10 12 359432
18 15 424138
Case #218: 234
20 4 145323
32 33 178594
14 26 293141
3 1 181442
22 24 191376
24 5 171697
12 11 182509
19 29 243258
26 2 157883
6 25 255564
29 2 221810
33 23 239885
24 29 266640
14 15 399047
5 12 235989
27 19 239312
19 30 95004
6 20 60
23 18 223238
9 8 146985
21 24 246304
22 2 146546
14 20 179896
29 4 168413
15 13 172023
28 12 21883
33 20 80226
12 30 102280
33 18 420970
10 32 172614
9 24 196247
23 16 242377
12 27 166733
33 26 134865
27 3 219538
31 1 334983
23 14 339435
16 9 263624
29 31 352057
10 3 100690
19 5 157179
19 1 201196
25 7 271272
25 20 255624
4 31 208632
29 33 199303
25 32 210674
28 21 252081
11 1 331120
24 28 172737
28 7 93075
18 25 246970
16 2 201266
33 15 436679
28 2 165059
19 12 164624
16 33 335190
11 13 480587
18 29 432528
32 29 295408
11 23 246564
25 9 194635
26 29 334168
9 11 175649
30 21 127918
25 15 241404
33 4 225549
21 26 359357
23 17 73536
2 14 298324
18 10 309734
33 25 323545
32 20 148015
4 7 160971
9 28 209682
17 3 42963
27 23 233730
26 30 231439
13 26 361084
30 2 73556
15 31 415356
12 25 271388
4 28 111662
25 10 227228
18 2 222196
34 29 301385
22 28 105425
29 22 307527
2 34 184948
26 10 256899
23 26 198994
31 7 88296
6 17 86063
29 9 70393
9 20 209136
1 34 251665
7 16 270612
23 1 220859
10 1 103070
6 8 122920
5 3 137405
13 22 395966
17 9 183842
18 6 340684
1 20 264016
27 10 118848
23 30 114667
26 1 337631
8 19 25880
25 17 169501
2 6 118488
27 34 209926
34 25 314581
10 29 122794
23 2 41111
29 28 280075
6 34 98677
27 13 293154
27 16 347744
2 33 198774
17 20 86123
3 26 168421
28 23 206170
17 12 141547
32 9 225015
1 30 106192
16 11 359908
18 20 340744
15 8 278692
26 24 113053
1 33 284381
30 8 69124
2 4 53397
13 1 316336
9 22 237134
16 26 359149
2 25 137076
34 24 194047
18 7 356392
16 34 316249
14 8 302756
16 28 294939
1 2 179748
15 22 420806
31 6 72588
10 13 252537
1 29 225864
24 1 224578
1 12 208472
27 24 262694
30 24 118386
33 9 128910
31 33 152754
31 27 294805
29 7 291191
11 17 213088
6 3 129026
27 32 291462
17 5 94442
31 5 253093
13 31 438935
25 23 178187
2 20 118548
34 19 207817
8 22 150978
21 20 285742
26 28 190672
23 20 159659
34 28 21310
3 12 144850
1 16 309628
34 17 152523
30 31 228791
2 32 73598
18 8 226628
34 5 246965
19 10 120464
15 6 392748
33 13 433848
26 27 335522
12 15 417436
5 14 351695
17 21 233899
9 6 209196
6 5 180505
14 30 337600
16 32 274864
17 15 306685
1 22 292014
27 30 184626
10 20 190942
21 15 475734
12 14 235320
32 28 225322
22 25 283622
12 31 128072
22 31 100526
3 14 308862
26 6 113305
12 22 83542
11 31 199493
28 25 293271
33 28 157653
27 8 213432
17 28 163430
25 31 292311
22 26 141243
13 24 248031
2 24 44830
14 16 277296
19 9 172865
6 33 80286
21 19 222922
12 18 310447
29 6 279589
6 13 367908
30 10 65778
5 30 200423
27 20 222277
32 23 114709
7 34 114385
10 34 178591
33 30 238050
5 32 200465
21 16 331354
30 22 185822
9 27 171249
8 28 160627
16 4 183277
19 16 227513
7 11 142733
23 3 51649
12 7 71192
27 11 346898
Case #219: 603
20 6 78441
19 5 121790
25 31 62607
6 25 78557
40 39 114360
1 32 102761
17 32 135611
3 5 107797
38 18 140412
10 33 61171
5 27 72087
2 20 118073
12 18 169639
28 36 134988
5 8 45389
32 36 156342
9 37 47566
21 30 66829
22 24 68286
29 8 37984
27 7 85810
36 35 105299
17 2 160105
8 38 70066
33 36 71091
7 31 26190
10 34 104810
37 18 136514
17 25 108022
37 7 63172
8 27 87314
5 24 72869
26 18 264813
37 16 87513
2 35 63793
5 20 14055
25 21 92245
4 21 96443
15 39 51468
37 20 62840
7 20 332
9 12 160290
13 34 76995
26 4 245657
32 6 94716
19 18 186459
2 25 75503
35 24 75301
4 30 120630
24 17 107825
37 17 105293
38 28 82006
18 32 163908
8 32 93562
36 37 96800
11 22 67449
31 27 112000
15 18 133568
15 12 96858
31 18 105246
18 1 83300
5 12 104306
10 9 83028
33 12 138433
9 27 97909
14 16 46020
17 13 116162
3 26 205463
28 7 84301
28 4 117899
15 24 76460
8 10 57301
7 5 13723
25 35 11710
26 32 236617
2 23 176626
25 11 60074
8 11 74008
38 16 106160
19 27 61245
37 23 91945
28 14 105316
4 24 75122
23 38 134038
20 12 90915
40 28 175943
31 15 32465
15 7 54512
18 33 126906
14 6 85166
2 32 151992
39 9 104006
40 6 136865
16 27 110815
39 1 50101
40 18 216599
2 21 144328
1 5 18631
8 4 76536
22 12 129309
2 6 154060
11 36 79410
25 8 105160
26 16 210762
26 9 219242
26 12 252719
16 6 103114
40 29 131698
3 29 71498
15 16 79517
2 8 166574
29 24 36570
13 27 57006
14 24 56532
40 38 183198
29 13 60900
7 18 79056
28 18 111702
8 28 132470
8 22 69700
30 1 120601
14 33 95274
20 28 83969
39 29 79977
30 8 72988
34 2 157260
33 19 134282
21 35 80535
30 35 105503
30 25 117213
25 32 99909
17 22 50040
10 2 182540
27 25 131858
10 26 226422
26 28 270058
28 31 80586
23 16 83226
21 22 89607
20 33 48182
13 26 187115
28 13 113105
29 20 86377
31 5 39913
32 20 105987
29 35 111871
12 37 121421
32 10 108443
24 20 70517
29 9 63711
5 17 101988
17 39 64418
7 13 28804
37 32 79115
35 34 93467
19 38 139305
24 30 45508
8 24 27480
8 15 103940
7 14 71025
5 6 75437
26 24 170535
5 23 72608
25 26 231805
11 38 53436
16 32 82664
8 20 59444
31 19 103223
7 3 105113
38 3 77514
30 19 157829
23 7 58885
12 32 143858
18 22 144693
6 10 58455
27 3 111997
40 20 137875
7 39 45193
25 16 41317
29 22 31716
4 22 70268
29 7 86709
25 5 59771
13 38 100374
12 38 120362
29 10 19317
6 22 70854
31 37 57028
26 23 220090
1 38 87067
35 19 116114
19 34 91938
2 7 118405
38 25 113510
39 19 84220
40 7 138207
28 30 135192
8 37 14447
3 12 143316
13 40 162144
3 17 127447
29 30 82078
3 15 111388
19 28 145803
1 23 63129
10 37 42854
29 28 141560
13 22 92616
22 10 12399
23 20 58553
35 39 31894
26 8 198015
18 17 166657
10 5 95298
39 28 61583
16 10 128510
40 34 135831
15 1 59420
5 35 68335
14 32 122614
20 34 106131
8 7 59112
31 21 34704
24 13 57788
30 39 73609
12 7 90583
35 40 146254
11 28 78053
30 34 180291
26 35 240369
9 13 40903
15 37 89493
32 33 104824
4 19 140110
17 26 274022
33 13 19046
38 33 81328
24 27 114794
8 31 71475
34 37 121750
24 23 104978
21 34 156104
26 31 211947
33 7 47850
17 35 96312
33 28 132151
35 8 102781
10 39 96318
25 22 127523
37 6 15601
11 37 59561
21 32 44761
14 19 113905
20 27 86142
7 35 54612
6 38 71220
12 23 149468
26 39 213942
36 5 36964
28 24 104990
31 38 55969
3 21 56249
6 33 41310
21 38 21265
36 34 129040
5 40 151930
23 31 85075
36 26 135070
12 21 99097
34 23 55719
4 37 62089
17 23 86732
36 29 112945
10 13 80217
22 34 92411
